Area_Code2 ,Intl_Plan ,Vmail ,Vmail_Message,Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,Intl_Calls,Intl_Charge,CustServ_Calls,Churn 
1,0,1,0,178.4,143,30.33,74.1,12,21,25.99,11,11.7,9.6,2,2.59,0,0
0,0,0,32,130.1,68,22.12,74.16,8,21.01,28.94,9,13.02,13.5,5,3.65,2,0
0,0,1,0,191.1,69,32.49,38.76,11,10.98,20.75,12,9.34,12.9,1,3.48,0,0
0,0,0,39,218.5,76,37.15,33.81,9,9.58,20.51,12,9.23,7.3,4,1.97,1,0
0,0,1,0,85.9,113,14.6,68.01,9,19.27,27.96,11,12.58,15.6,16,4.21,0,0
2,0,1,0,154.2,78,26.21,59.01,9,16.72,25.35,10,11.41,10.1,9,2.73,1,0
2,0,0,35,161.9,85,27.52,45.36,8,12.85,19.1,13,8.59,8.5,2,2.3,1,0
1,0,1,0,118.7,90,20.18,61.53,6,17.43,17.22,10,7.75,10.4,6,2.81,3,0
1,0,1,0,179.1,123,30.45,58.98,13,16.71,18.67,12,8.4,10.2,10,2.75,1,0
0,0,0,29,244.3,140,41.53,96.69,9,27.4,16.68,8,7.51,10.6,6,2.86,0,0
0,0,0,25,197.4,73,33.56,88.71,11,25.13,21.17,7,9.53,13.2,2,3.56,0,0
0,0,1,0,82.3,77,13.99,50.16,8,14.21,19.47,7,8.76,7.2,4,1.94,1,0
0,0,1,0,216,111,36.72,46.11,12,13.06,22.7,7,10.22,12.7,4,3.43,1,0
0,0,0,29,185.6,106,31.55,65.91,11,18.67,15.21,12,6.84,11.1,5,3,2,0
1,0,1,0,137.6,108,23.39,48.6,8,13.77,18.77,13,8.45,5.8,10,1.57,3,0
0,1,1,0,273.9,119,46.56,83.58,10,23.68,25.53,9,11.49,10.9,7,2.94,1,1
0,1,0,44,254.1,127,43.2,54.06,11,15.32,19.62,13,8.83,8.7,4,2.35,3,0
2,0,0,33,112,90,19.04,62.4,11,17.68,15.03,8,6.76,11.3,4,3.05,2,0
1,0,1,0,115.5,73,19.64,80.19,8,22.72,11.42,9,5.14,13.3,5,3.59,3,0
0,0,1,0,198.4,113,33.73,70.77,14,20.05,32.56,10,14.65,10.1,3,2.73,0,0
0,0,0,19,132.7,94,22.56,61.38,10,17.39,15.47,8,6.96,12.9,7,3.48,3,0
1,0,0,25,219.6,99,37.33,63.12,10,17.88,24.27,9,10.92,13.8,8,3.73,2,0
1,1,1,0,160.4,73,27.27,88.17,10,24.98,30.66,9,13.8,12.6,5,3.4,4,0
0,0,0,20,95,89,16.15,50.37,9,14.27,20.06,8,9.03,11.2,2,3.02,0,0
1,0,1,0,157.1,95,26.71,63.93,4,18.11,28.04,8,12.62,7.6,3,2.05,2,0
0,0,1,0,184.8,83,31.42,74.58,10,21.13,13.31,11,5.99,9.6,8,2.59,1,0
1,0,1,0,176.3,140,29.97,60.3,10,17.09,16.19,12,7.29,11.3,5,3.05,1,0
0,0,1,0,241.7,115,41.09,50.55,13,14.32,16.98,12,7.64,11.1,2,3,2,0
2,0,1,0,110.9,74,18.85,34.68,9,9.83,19.05,11,8.57,15.8,9,4.27,1,0
2,0,1,0,122.5,145,20.83,81.99,10,23.23,19.78,7,8.9,8,3,2.16,2,0
0,0,1,0,204.8,101,34.82,48.3,8,13.69,28.57,9,12.86,9.5,3,2.57,0,0
0,0,1,0,165.9,114,28.2,70.77,10,20.05,21.01,12,9.45,12,5,3.24,2,0
0,1,1,0,214.1,77,36.4,72.15,9,20.44,18.89,8,8.5,10.1,3,2.73,1,0
1,0,1,0,54.8,92,9.32,51.9,10,14.71,19.51,13,8.78,7.5,3,2.03,1,0
2,0,1,0,184.8,74,31.42,52.53,8,14.88,15.82,10,7.12,10.5,6,2.84,1,0
0,0,0,36,283.1,112,48.13,85.86,9,24.33,26.17,13,11.78,11.3,3,3.05,3,0
1,0,0,31,273,78,46.41,64.65,10,18.32,10.47,11,4.71,9.6,2,2.59,1,0
2,0,0,12,89.7,87,15.25,41.58,7,11.78,16.58,11,7.46,10.7,2,2.89,1,0
2,0,1,0,127.1,102,21.61,74.31,11,21.05,20.77,8,9.35,5,3,1.35,3,0
0,0,0,28,105.9,132,18,69.51,11,19.69,28.13,12,12.66,10.7,5,2.89,1,0
1,0,0,36,201.9,93,34.32,46.89,8,13.29,13.13,9,5.91,13.7,5,3.7,0,0
0,1,1,0,127.3,80,21.64,66.69,12,18.9,17.39,10,7.83,13.7,5,3.7,5,1
1,0,1,0,162,104,27.54,72.36,12,20.5,21.04,8,9.47,10.9,7,2.94,1,0
0,0,0,31,197.4,125,33.56,37.02,11,10.49,11.56,10,5.2,12.3,4,3.32,3,0
0,0,1,0,148.2,82,25.19,92.61,7,26.24,23.54,8,10.59,6.4,4,1.73,2,0
0,0,0,24,121.7,87,20.69,55.2,8,15.64,26.66,10,12,12.7,3,3.43,1,0
2,0,1,0,203.4,96,34.58,50.58,6,14.33,17.3,11,7.79,13.7,3,3.7,2,0
0,0,1,0,141.7,95,24.09,66.3,10,18.79,22.71,7,10.22,10.2,3,2.75,0,0
1,0,1,0,134.8,96,22.92,50.16,8,14.21,16.15,12,7.27,7.7,5,2.08,2,0
0,0,1,0,163.1,119,27.73,74.82,5,21.2,16.82,8,7.57,9,10,2.43,1,0
1,0,1,0,145.5,116,24.74,68.52,11,19.41,27.34,9,12.3,8.9,8,2.4,1,0
2,0,1,0,329.8,73,56.07,62.49,12,17.71,26.71,10,12.02,10.6,6,2.86,0,1
2,0,1,0,131.9,93,22.42,81.81,11,23.18,19.28,11,8.68,7.1,4,1.92,1,0
0,0,0,30,196.6,93,33.42,72.42,14,20.52,22.6,12,10.17,12.9,4,3.48,2,0
2,0,1,0,99.7,107,16.95,43.53,10,12.33,14.94,10,6.72,14.1,4,3.81,2,0
1,0,0,40,231.9,56,39.42,63.54,9,18,26.85,7,12.08,12.3,3,3.32,2,0
1,0,0,39,94.8,89,16.12,65.73,9,18.62,19.74,7,8.88,11.4,5,3.08,1,0
0,0,1,0,115.5,75,19.64,65.43,11,18.54,25.49,10,11.47,11.5,7,3.11,7,1
0,0,1,0,202.1,100,34.36,58.71,10,16.63,29.18,12,13.13,13.3,5,3.59,2,0
2,0,1,0,201.7,85,34.29,50.82,12,14.4,28.63,8,12.88,6,4,1.62,0,0
0,0,1,0,120.3,108,20.45,72.12,8,20.43,21.64,7,9.74,7.7,3,2.08,4,1
1,0,0,29,236.3,105,40.17,57.24,11,16.22,12.9,11,5.81,7.2,2,1.94,3,0
1,0,1,0,197.7,68,33.61,75.15,5,21.29,18.12,7,8.15,10.5,3,2.84,3,0
0,0,1,0,169.5,93,28.82,69.27,7,19.63,26.98,12,12.14,9,7,2.43,2,0
2,0,1,0,129.7,84,22.05,53.25,8,15.09,22.89,9,10.3,7.5,3,2.03,5,1
2,0,0,36,95.9,87,16.3,78.48,11,22.24,22.86,11,10.29,13.3,4,3.59,0,0
2,0,0,25,152.8,110,25.98,72.84,7,20.64,14.74,7,6.63,9.1,2,2.46,1,0
0,1,1,0,268.4,85,45.63,45.18,13,12.8,29.79,8,13.41,9.7,8,2.62,2,1
2,0,1,0,115.9,87,19.7,33.39,6,9.46,17.02,8,7.66,7.1,4,1.92,1,0
1,0,1,0,107.5,121,18.28,76.92,5,21.79,24.72,13,11.12,12.6,3,3.4,2,0
2,0,1,0,124.3,70,21.13,81.21,10,23.01,23.95,8,10.78,3.5,6,0.95,0,0
1,0,1,0,124.3,68,21.13,62.13,9,17.6,15.74,9,7.08,14.8,1,4,0,0
0,0,1,0,286.4,125,48.69,61.71,7,17.48,19.14,14,8.61,6.9,6,1.86,1,1
1,0,0,25,173,91,29.41,73.74,6,20.89,30,10,13.5,4.8,3,1.3,0,0
0,0,1,0,255.3,114,43.4,58.38,8,16.54,27.66,8,12.45,3.7,5,1,3,0
0,0,1,0,260.8,87,44.34,77.43,8,21.94,13.13,12,5.91,5.8,2,1.57,1,0
2,0,1,0,226.7,94,38.54,50.52,13,14.31,18.87,12,8.49,10.2,1,2.75,0,0
0,0,1,0,142.5,92,24.23,62.49,10,17.71,22.89,12,10.3,7.5,2,2.03,2,0
0,0,0,35,190.8,100,32.44,78.39,9,22.21,20.95,11,9.43,8.9,6,2.4,0,0
2,0,1,0,189.3,77,32.18,46.77,13,13.25,18.6,8,8.37,7.4,3,2,0,0
0,0,1,0,132.6,125,22.54,66.33,7,18.79,12.79,10,5.76,12.7,2,3.43,4,1
0,0,1,0,182.3,64,30.99,41.94,12,11.88,17.16,10,7.72,11.6,7,3.13,2,0
2,0,0,14,192.3,86,32.69,26.61,9,7.54,22.94,12,10.32,10.5,3,2.84,2,0
0,0,1,0,158.6,112,26.96,66,11,18.7,25.29,11,11.38,9.1,3,2.46,0,0
2,0,1,0,153.6,92,26.11,61.65,9,17.47,11.45,9,5.15,12.5,10,3.38,1,0
0,1,0,40,221.6,79,37.67,47.13,7,13.35,22.24,12,10.01,11.5,3,3.11,1,0
0,0,1,0,244.7,81,41.6,50.4,12,14.28,28.15,9,12.67,6.6,1,1.78,1,0
0,0,1,0,172.4,132,29.31,69.15,10,19.59,22.82,11,10.27,11,5,2.97,0,0
2,0,0,39,117.6,82,19.99,47.76,6,13.53,23.64,11,10.64,11.3,10,3.05,2,0
0,0,0,21,192,97,32.64,71.73,8,20.32,11.61,13,5.22,15.1,3,4.08,1,0
0,0,0,29,144.6,97,24.58,42,10,11.9,16.54,15,7.44,10.9,3,2.94,1,0
1,0,0,31,202.5,91,34.43,72.42,11,20.52,16.96,8,7.63,7.8,2,2.11,1,0
2,0,0,34,152.2,119,25.87,68.13,9,19.3,19.57,10,8.81,12.3,5,3.32,1,0
2,0,1,0,227.4,90,38.66,21.96,14,6.22,11.43,10,5.14,4.7,7,1.27,0,0
0,0,0,29,164.6,121,27.98,78.84,11,22.34,12.38,13,5.57,15.2,4,4.1,1,0
2,0,1,0,225,110,38.25,73.26,11,20.76,22.12,9,9.95,10.7,4,2.89,0,0
0,1,1,0,187.3,118,31.84,48.21,11,13.66,26.38,11,11.87,9.6,2,2.59,0,1
2,0,1,0,109.7,148,18.65,67.14,9,19.02,24.03,10,10.81,15.4,8,4.16,3,0
0,0,0,42,209.2,82,35.56,47.91,7,13.57,18.16,10,8.17,9.5,3,2.57,0,0
2,0,1,0,121.6,84,20.67,49.59,12,14.05,24.39,10,10.98,8.9,2,2.4,1,0
1,0,1,0,139.6,94,23.73,72.27,11,20.48,12.71,9,5.72,8.8,4,2.38,2,0
2,0,0,26,183.9,83,31.26,72.21,9,20.46,18.57,13,8.36,15,3,4.05,1,0
1,0,1,0,301.7,82,51.29,50.13,12,14.2,7.22,9,3.25,10.5,6,2.84,1,0
0,0,0,29,190.1,87,32.32,66.96,12,18.97,25.62,13,11.53,14.2,6,3.83,0,0
0,0,0,37,185.4,87,31.52,53.55,13,15.17,21.83,11,9.82,8,3,2.16,4,0
2,1,1,0,54.2,100,9.21,90.96,8,25.77,17.18,8,7.73,8.6,2,2.32,1,1
2,0,0,22,240.8,102,40.94,22.77,11,6.45,22.46,12,10.11,7.1,3,1.92,2,0
1,0,1,0,166.1,93,28.24,52.77,11,14.95,24.35,6,10.96,16.2,3,4.37,2,0
1,0,0,39,143.9,73,24.46,63.09,12,17.88,12.92,12,5.81,12.5,8,3.38,2,0
1,0,0,26,179.7,144,30.55,65.43,13,18.54,21.23,11,9.55,9.3,8,2.51,1,1
2,0,1,0,245.8,102,41.79,79.41,9,22.5,11.17,10,5.03,11.2,7,3.02,0,0
1,1,0,16,147.2,103,25.02,48.03,10,13.61,18.4,12,8.28,7.7,2,2.08,0,1
1,0,1,0,239,156,40.63,81.9,11,23.21,27.82,9,12.52,13.5,8,3.65,1,1
2,1,1,0,141.4,80,24.04,37.17,8,10.53,32.35,9,14.56,8.1,3,2.19,2,0
2,0,0,25,248.6,91,42.26,35.79,12,10.14,19.43,8,8.74,12,1,3.24,1,0
0,0,1,0,218.8,123,37.2,72.84,6,20.64,8.58,8,3.86,10.3,3,2.78,4,0
0,0,1,0,205.4,101,34.92,40.47,8,11.47,31.05,8,13.97,10.3,2,2.78,3,0
0,1,1,0,225.2,111,38.28,55.47,10,15.72,14.32,15,6.44,9.9,1,2.67,0,1
1,0,1,0,131.6,89,22.37,41.1,11,11.65,25.63,11,11.53,10.2,5,2.75,3,0
2,0,1,0,207.2,113,35.22,76.8,8,21.76,21.1,9,9.49,9.9,1,2.67,1,0
1,0,1,0,206.2,100,35.05,63.36,12,17.95,19.62,12,8.83,10.2,6,2.75,1,0
0,0,1,0,210.3,66,35.75,58.74,8,16.64,22.16,8,9.97,11.2,7,3.02,1,0
2,1,0,38,225.7,117,38.37,35.88,12,10.17,19.32,13,8.69,14,7,3.78,1,1
1,0,0,33,167.8,91,28.53,61.59,9,17.45,13,13,5.85,14.5,4,3.92,4,1
0,0,1,0,197.7,118,33.61,45.66,10,12.94,22.1,9,9.95,7,3,1.89,2,0
0,0,0,39,169.8,105,28.87,19.56,12,5.54,14.44,9,6.5,10.9,4,2.94,1,0
1,0,0,45,80.3,140,13.65,45.99,10,13.03,30.92,12,13.91,12.8,3,3.46,2,0
0,0,1,0,69.1,114,11.75,69.09,11,19.58,25.67,10,11.55,6.5,4,1.76,0,0
2,0,1,0,192,89,32.64,41.85,9,11.86,18.74,10,8.43,5.5,4,1.49,2,0
0,0,1,0,258.4,132,43.93,38.04,12,10.78,18.24,9,8.21,9.7,8,2.62,4,0
1,0,1,0,242.4,126,41.21,45.87,12,13,31.83,12,14.32,11.8,6,3.19,1,0
0,0,1,0,190.2,102,32.33,59.31,14,16.8,24.75,10,11.14,9.8,6,2.65,2,0
0,0,1,0,145.4,93,24.72,62.73,10,17.77,21.4,10,9.63,10.9,1,2.94,1,0
2,1,1,0,250.6,85,42.6,56.37,5,15.97,12.03,13,5.41,7.8,5,2.11,1,0
0,0,0,33,218.7,104,37.18,46.5,14,13.18,9.9,12,4.46,12.1,4,3.27,1,0
1,0,1,0,199.2,124,33.86,37.8,9,10.71,28.92,14,13.01,7.6,3,2.05,1,0
0,0,0,30,174,118,29.58,61.59,8,17.45,21.82,9,9.82,6.7,3,1.81,1,0
2,0,1,0,186.1,96,31.64,63.48,10,17.99,23.06,10,10.38,8,4,2.16,0,0
0,0,1,0,148.5,105,25.25,72.9,11,20.66,25.52,11,11.48,6.8,2,1.84,1,0
0,0,1,0,155,110,26.35,40.02,10,11.34,17.61,8,7.92,7,4,1.89,4,1
0,1,0,26,129.3,123,21.98,52.95,11,15,15.45,10,6.95,9.6,7,2.59,1,0
2,0,0,30,198.9,87,33.81,62.1,9,17.6,15.98,8,7.19,12.6,4,3.4,3,0
2,0,0,31,191.8,75,32.61,80.34,14,22.76,20.05,6,9.02,12.8,3,3.46,2,0
0,0,1,0,112.8,133,19.18,59.82,12,16.95,14.27,11,6.42,10.1,5,2.73,0,0
2,0,1,0,175.9,105,29.9,56.49,9,16.01,18.83,10,8.47,11,6,2.97,1,0
2,0,1,0,236.6,109,40.22,50.97,11,14.44,21.23,12,9.55,11.1,2,3,1,1
0,0,1,0,129.6,79,22.03,73.86,10,20.93,17.21,12,7.74,9.4,10,2.54,3,0
2,0,1,0,167.8,121,28.53,63.87,12,18.1,20.82,7,9.37,13,3,3.51,5,0
0,1,1,0,237.8,92,40.43,62.67,12,17.76,16.78,9,7.55,15.6,6,4.21,2,1
1,0,1,0,177.2,93,30.12,42.78,6,12.12,31.41,14,14.13,12.7,2,3.43,4,0
0,0,1,0,272.5,119,46.33,67.83,9,19.22,15.91,9,7.16,16.4,5,4.43,3,1
1,0,1,0,150.2,70,25.53,55.71,10,15.78,21.25,13,9.56,12.1,2,3.27,1,0
0,0,1,0,140.7,88,23.92,63.27,10,17.93,22.99,13,10.35,12.4,4,3.35,2,0
0,0,1,0,168.2,87,28.59,48.51,9,13.74,19.24,11,8.66,10.1,3,2.73,3,0
1,0,1,0,286.4,109,48.69,53.46,7,15.15,21.42,15,9.64,10.7,14,2.89,1,1
1,0,1,0,174.3,95,29.63,55.98,13,15.86,25.82,11,11.62,12.9,5,3.48,3,0
0,1,1,0,190.6,100,32.4,48.51,10,13.74,18.99,14,8.55,13,6,3.51,1,0
0,0,1,0,194.2,98,33.01,58.14,10,16.47,19.2,12,8.64,9.3,7,2.51,3,0
2,0,1,0,202.4,118,34.41,78.06,7,22.12,17.74,11,7.98,9.2,5,2.48,3,0
0,0,0,39,167.4,113,28.46,51.81,9,14.68,19.26,11,8.67,9.5,4,2.57,3,0
0,0,0,22,167.7,104,28.51,74.04,9,20.98,20.39,12,9.18,7.5,11,2.03,1,0
0,0,1,0,240.2,78,40.83,69.09,11,19.58,21.7,8,9.76,5.2,1,1.4,2,0
1,0,1,0,127.7,67,21.71,54.87,9,15.55,17.29,9,7.78,10.6,7,2.86,1,0
0,0,0,23,153.6,93,26.11,65.07,9,18.44,16.13,9,7.26,12.6,3,3.4,2,0
0,0,1,0,153.7,109,26.13,58.2,11,16.49,25.61,11,11.52,14.1,6,3.81,1,0
0,0,1,0,118.9,128,20.21,83.49,7,23.66,19.48,6,8.77,13.2,10,3.56,2,0
0,0,1,0,240.1,115,40.82,54.12,9,15.33,13.34,12,6,8,6,2.16,3,0
1,0,1,0,83.8,121,14.25,72.06,10,20.42,15.86,11,7.14,6.7,8,1.81,1,0
1,0,1,0,263.4,101,44.78,70.65,12,20.02,10.2,15,4.59,13,4,3.51,0,0
1,0,1,0,140.2,97,23.83,64.17,10,18.18,12,13,5.4,7.1,2,1.92,1,0
0,0,1,0,215.3,58,36.6,72.72,9,20.6,27.98,11,12.59,12.1,9,3.27,0,0
1,0,1,0,269.2,104,45.76,58.14,14,16.47,25.76,6,11.59,8.9,2,2.4,3,1
0,0,1,0,159.1,104,27.05,80.94,11,22.93,22.04,12,9.92,10.3,4,2.78,1,0
0,0,1,0,114.4,122,19.45,38.31,15,10.85,25.31,11,11.39,10.1,5,2.73,2,0
1,0,1,0,164.5,95,27.97,69.27,9,19.63,14.99,9,6.75,9.9,3,2.67,4,0
1,0,1,0,177.1,131,30.11,34.41,12,9.75,15.36,9,6.91,6.5,6,1.76,3,0
0,0,1,0,160.5,114,27.29,72.15,10,20.44,23.35,12,10.51,11.3,4,3.05,1,0
2,0,0,28,198.2,107,33.69,41.73,12,11.82,19.91,14,8.96,8.8,1,2.38,2,0
1,1,1,0,228.9,134,38.91,76.71,7,21.73,20.8,12,9.36,10.1,2,2.73,4,1
0,0,1,0,234.1,101,39.8,60.06,12,17.02,23.74,9,10.68,13.1,9,3.54,2,0
1,0,1,0,154,107,26.18,28.32,11,8.02,28.76,10,12.94,10.1,7,2.73,1,0
0,0,0,23,224.2,106,38.11,56.88,10,16.12,22.28,8,10.03,9.8,4,2.65,0,0
2,0,1,0,148.3,83,25.21,54.48,8,15.44,15.56,10,7,8.3,6,2.24,3,0
1,0,1,0,162.3,99,27.59,63.75,10,18.06,21.47,11,9.66,11.1,8,3,4,0
2,0,1,0,182.5,65,31.03,69.63,10,19.73,14.92,8,6.71,7.5,2,2.03,2,0
2,0,1,0,158.8,53,27,56.55,13,16.02,18.93,9,8.52,9.8,4,2.65,2,0
2,0,1,0,290.4,108,49.37,76.17,9,21.58,26.33,13,11.85,10.1,5,2.73,3,1
0,0,1,0,148.4,95,25.23,58.14,10,16.47,20.6,11,9.27,6.9,6,1.86,0,0
2,0,1,0,119.3,82,20.28,55.53,11,15.73,15.7,7,7.07,10.9,4,2.94,2,0
1,1,0,18,222.1,89,37.76,48.18,11,13.65,21.88,10,9.85,13.6,2,3.67,0,1
1,0,1,0,236.2,135,40.15,82.17,9,23.28,22.7,8,10.22,10.1,6,2.73,2,1
2,0,1,0,144.2,87,24.51,63.66,7,18.04,16.93,9,7.62,9.5,4,2.57,0,0
0,0,1,0,136.6,112,23.22,62.82,8,17.8,16.11,8,7.25,12.2,2,3.29,4,1
1,0,1,0,249.8,109,42.47,72.72,11,20.6,23.18,8,10.43,11.6,4,3.13,0,1
2,0,1,0,90.4,108,15.37,82.86,8,23.48,14.65,11,6.59,12.7,2,3.43,1,0
2,0,0,27,268.8,78,45.7,73.98,9,20.96,27.19,10,12.24,16.4,3,4.43,0,0
0,0,1,0,27,117,4.59,48.27,10,13.68,27.95,10,12.58,10.7,3,2.89,3,0
2,0,1,0,245,112,41.65,54.12,9,15.33,26.29,11,11.83,9.7,6,2.62,1,0
1,0,0,26,131.2,98,22.3,31.95,10,9.05,22.17,10,9.98,10.2,6,2.75,2,0
0,0,1,0,178.3,102,30.31,70.5,12,19.98,23.97,12,10.79,10.9,1,2.94,3,0
2,1,1,0,252.3,120,42.89,62.1,11,17.6,28.46,10,12.81,12,5,3.24,3,1
2,0,0,29,111.1,105,18.89,65.37,10,18.52,24.81,11,11.16,6.6,3,1.78,2,0
0,0,1,0,96.5,86,16.41,63.06,13,17.87,14.64,11,6.59,12.5,3,3.38,1,1
0,0,1,0,193.7,108,32.93,54.96,12,15.57,29.37,7,13.22,10.8,5,2.92,1,0
1,1,1,0,206.9,134,35.17,50.31,11,14.25,15.57,9,7.01,10.9,4,2.94,0,0
1,0,1,0,144,102,24.48,67.41,7,19.1,22.77,9,10.25,10,7,2.7,1,0
0,0,1,0,226,127,38.42,91.38,8,25.89,18.12,13,8.15,12.6,4,3.4,2,1
0,1,0,26,211.7,121,35.99,41.76,12,11.83,14.67,9,6.6,11.1,3,3,1,0
0,0,1,0,89.7,80,15.25,53.94,8,15.28,14.57,12,6.56,9.5,4,2.57,2,0
1,0,1,0,270,102,45.9,76.98,11,21.81,16.85,10,7.58,12,5,3.24,2,1
2,0,1,0,194.3,99,33.03,37.08,13,10.51,22.95,10,10.33,10.2,2,2.75,2,0
0,0,1,0,190.1,105,32.32,54.66,12,15.49,27.98,11,12.59,13,2,3.51,1,0
0,0,1,0,182.6,83,31.04,46.35,11,13.13,19.6,6,8.82,12.1,5,3.27,0,0
0,0,1,0,231.5,82,39.36,80.07,10,22.69,21.1,12,9.49,7.4,10,2,1,0
2,1,1,0,251.3,69,42.72,75.75,10,21.46,11.83,11,5.32,9.9,1,2.67,3,1
0,0,1,0,171.2,103,29.1,73.05,12,20.7,17.82,9,8.02,13,3,3.51,2,0
0,0,1,0,191.4,114,32.54,50.55,14,14.32,10.93,10,4.92,10.3,3,2.78,1,0
0,0,1,0,143.5,121,24.4,56.79,11,16.09,17.49,8,7.87,8.8,5,2.38,3,0
0,0,1,0,164.9,68,28.03,63.12,9,17.88,22.94,10,10.32,7.8,4,2.11,2,0
0,0,1,0,168.9,128,28.71,37.17,10,10.53,26.63,11,11.98,2.9,7,0.78,2,0
2,0,0,37,178.1,130,30.28,72.84,10,20.64,24.3,9,10.93,13,4,3.51,0,0
0,0,1,0,190.9,143,32.45,44.91,7,12.72,19.14,9,8.61,13,3,3.51,1,0
0,0,1,0,232.1,74,39.46,98.13,9,27.8,22.65,12,10.19,10.9,2,2.94,3,1
1,0,0,27,93.4,106,15.88,75.6,9,21.42,18.9,10,8.5,10.9,1,2.94,1,0
0,0,1,0,90.6,130,15.4,51.18,10,14.5,13.74,7,6.18,5.4,9,1.46,1,0
2,0,1,0,152.9,81,25.99,76.98,8,21.81,17.36,11,7.81,5.3,6,1.43,2,0
1,1,0,29,85.2,98,14.48,69.12,9,19.58,24.36,10,10.96,9,3,2.43,2,0
0,0,0,10,182.9,54,31.09,87.72,7,24.85,14.23,12,6.4,11.5,4,3.11,0,0
2,0,1,0,177.2,142,30.12,37.05,9,10.5,21.32,5,9.59,8.4,6,2.27,1,0
0,1,0,16,200.3,72,34.05,59.34,9,16.81,15.11,9,6.8,10.4,3,2.81,1,0
1,0,1,0,176.2,120,29.95,70.8,14,20.06,15.25,10,6.86,10.6,4,2.86,1,0
1,0,1,0,152.1,95,25.86,36.3,11,10.29,19.8,13,8.91,9.8,5,2.65,0,0
1,0,1,0,161.3,122,27.42,66.18,10,18.75,22.47,10,10.11,9.6,3,2.59,1,0
0,0,1,0,278.9,110,47.41,57.06,7,16.17,25.52,8,11.48,11.7,7,3.16,0,1
0,0,0,22,189.6,42,32.23,53.7,14,15.22,17.96,13,8.08,11.4,5,3.08,2,0
0,0,1,0,184.5,103,31.37,62.7,9,17.77,16.97,7,7.64,10.2,6,2.75,2,0
2,0,1,0,143.6,80,24.41,40.29,7,11.42,21.56,8,9.7,15.5,5,4.19,2,0
1,0,1,0,237.8,92,40.43,67.05,16,19,21.74,9,9.78,10.2,6,2.75,2,0
2,0,1,0,224.3,112,38.13,55.71,10,15.78,15.94,8,7.17,10,1,2.7,2,0
0,0,1,0,185,88,31.45,67.47,10,19.12,21.24,11,9.56,11.4,3,3.08,2,0
0,0,1,0,156.4,108,26.59,51.3,12,14.54,19.61,10,8.82,8.6,4,2.32,2,0
0,0,0,29,215.5,129,36.64,48.57,8,13.76,12.83,9,5.77,8.8,5,2.38,2,0
2,0,1,0,134.9,70,22.93,63.45,7,17.98,18.85,11,8.48,11.3,6,3.05,1,0
0,0,1,0,194.8,116,33.12,62.97,9,17.84,19.41,10,8.73,12.8,3,3.46,0,0
1,0,1,0,17.6,121,2.99,48.51,13,13.74,20.31,8,9.14,10.6,6,2.86,1,0
1,0,1,0,210.9,85,35.85,98.79,7,27.99,12.71,8,5.72,9.4,5,2.54,4,0
1,0,0,35,64.9,76,11.03,55.23,9,15.65,15.16,8,6.82,14.6,1,3.94,1,0
2,0,0,26,243.5,137,41.4,71.04,11,20.13,17.33,15,7.8,9,9,2.43,1,0
1,0,1,0,197,97,33.49,61.11,11,17.31,20.2,11,9.09,8.7,3,2.35,3,0
0,0,0,31,278,88,47.26,75.96,7,21.52,22.32,11,10.04,8.7,4,2.35,0,0
2,0,0,37,219.9,102,37.38,66.63,8,18.88,11.85,11,5.33,10,4,2.7,1,0
0,0,1,0,195.9,86,33.3,68.58,8,19.43,30.35,9,13.66,12.2,4,3.29,3,0
2,0,1,0,124,102,21.08,78.63,10,22.28,26.82,10,12.07,11.7,2,3.16,2,0
0,0,1,0,171.9,98,29.22,47.7,13,13.52,13.95,10,6.28,7.6,3,2.05,2,0
0,1,1,0,228.4,100,38.83,43.53,11,12.33,24.53,14,11.04,7.7,7,2.08,0,0
0,0,1,0,178.7,61,30.38,75.69,8,21.45,25.57,8,11.51,8.4,4,2.27,1,0
2,0,1,0,271.7,112,46.19,46.53,10,13.18,19.95,10,8.98,6.6,4,1.78,3,0
0,0,1,0,193.7,74,32.93,38.07,8,10.79,22.12,17,9.95,8.8,4,2.38,0,0
2,0,1,0,245.3,108,41.7,77.97,14,22.09,20.43,12,9.19,10.7,2,2.89,3,1
0,0,1,0,134.1,112,22.8,58.53,10,16.58,15.96,14,7.18,10.5,2,2.84,2,0
0,0,1,0,92.4,109,15.71,65.7,12,18.62,21.26,8,9.57,12.9,4,3.48,2,0
2,0,1,0,159.6,94,27.13,83.04,12,23.53,22.35,7,10.06,8.8,3,2.38,0,0
0,0,1,0,144.5,107,24.57,54.15,9,15.34,22.6,9,10.17,17,6,4.59,2,0
0,0,0,32,116.9,120,19.87,69.72,10,19.75,12.77,11,5.75,11,9,2.97,0,0
0,0,1,0,150,98,25.5,26.94,10,7.63,32.6,9,14.67,11.1,3,3,3,0
0,0,1,0,207,112,35.19,52.14,10,14.77,17.84,6,8.03,12.1,3,3.27,1,0
0,0,1,0,151.5,104,25.76,72.66,11,20.59,30.42,11,13.69,10.8,2,2.92,1,0
0,1,1,0,186,107,31.62,19.8,9,5.61,21.31,11,9.59,12.9,4,3.48,1,0
0,0,0,30,272.5,105,46.33,75.9,8,21.51,18.08,12,8.14,8.7,6,2.35,3,0
